STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de measure,PAY_PERIOD,Période de paie,PRICE_BASE,Type de prix,AGGREGATION_OPERATION,Opération d'agrégation,SEX,Sexe,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,BASE_PER,Période de base,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,1998,,20.4233725806628,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,1999,,20.4442057712857,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2000,,20.4143715910391,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2001,,20.1951391313864,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2002,,19.3485570361518,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2003,,18.6578556092579,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2004,,18.1204814323894,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2005,,17.7245439898535,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2006,,17.1532457352185,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2007,,16.9547127322277,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2008,,16.6908279269455,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2009,,16.257655810669,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2010,,15.8729387700926,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2011,,15.9610541332402,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2012,,15.894797483419,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2013,,15.671905570563,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2014,,15.5169800986704,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2015,,15.1682721099027,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2016,,14.8372035061101,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2017,,14.5712097415788,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2018,,14.6652990851963,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2019,,13.8107901627453,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2020,,12.9052241093136,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2021,,12.6356939110896,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2022,,12.5212538657852,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2023,,12.6711299217178,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU27,Union européenne (27 pays),GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2024,,11.9789036072222,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,1995,,20.9171817245,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,1996,,20.9547692979375,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,1997,,20.91554843525,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,1998,,20.917751006875,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,1999,,20.8408036726875,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2000,,20.8680761485625,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2001,,20.6647939706765,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2002,,20.8136209335526,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2003,,20.4181131782916,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2004,,19.899929175626,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2005,,19.3543119515093,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2006,,18.7893089324158,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2007,,18.3037772994275,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2008,,17.7888624704326,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2009,,17.294895103343,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2010,,16.8125448014895,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2011,,16.841768449337,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2012,,16.5797126758515,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2013,,16.4156916365184,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2014,,16.4288228033,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2015,,15.933291622157,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2016,,15.5787841311614,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2017,,15.1622847733678,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2018,,15.0232414377789,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2019,,14.2552829081528,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2020,,13.4897796595149,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2021,,13.1355248524121,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2022,,12.7915700324526,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2023,,12.9431036995947,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,EU19OECD,19 Membres de l'Union européenne et de l'OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2024,,12.1947797822105,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,OECD,OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,1995,,21.8454477223735,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,OECD,OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,1996,,21.821819564595,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,OECD,OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,1997,,21.6845350920735,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,OECD,OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,1998,,21.5514768139891,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,OECD,OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,1999,,21.4212509366341,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,OECD,OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2000,,21.2654899632435,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,OECD,OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2001,,21.1411249677773,,,,A,Valeur normale,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Écart salarial entre hommes et femmes,I,OECD,OCDE,GWP,Gender wage gap,PT_WG_SAL_M_D,Pourcentage du salaire des hommes dans le même décile,_Z,N'est pas applicable,_Z,N'est pas applicable,MEAN,Moyenne,_T,Total,2002,,20.5854145480983,,,,A,Valeur normale,0,Units,1,One
